"","Part_ID","Survey_Duration.sec.","StartDate","Semester","Demo.Age","Coded.Race..0...White..1...Non.white.","Race","Coded.Sex..0...male..1...female.","Sex","Sound_Weedeater","Sound_CantTell","Sound_Phone","Sound_LeafBlower","PhoneSound_Similar","Phone_location_1","Phone_location_2","Phone_location_3","Phone_location_4","Phone_location_5","Phone_Body_Percent","NotifyMostTime","Notify_Texts","Number_Texts","SAPS_Ave","SAPS_Med_Split","SAPS_MedSplit_Coded","MAAS_Ave","MAAS_Med_Split","MAAS_MedSplit_Coded","P3_ComSq_Pz","P3_ComPh_Pz","P3_RareSq_Pz","P3_RarePh_Pz","P3_ComSq_Fz","P3_ComPh_Fz","P3_RareSq_Fz","P3_RarePh_Fz","P3_ComSq_Cz","P3_ComPh_Cz","P3_RareSq_Cz","P3_RarePh_Cz","P2_ComSq_Pz","P2_ComPh_Pz","P2_RareSq_Pz","P2_RarePh_Pz","P2_ComSq_Fz","P2_ComPh_Fz","P2_RareSq_Fz","P2_RarePh_Fz","P2_ComSq_Cz","P2_ComPh_Cz","P2_RareSq_Cz","P2_RarePh_Cz","N2_ComSq_Pz","N2_ComPh_Pz","N2_RareSq_Pz","N2_RarePh_Pz","N2_ComSq_Fz","N2_ComPh_Fz","N2_RareSq_Fz","N2_RarePh_Fz","N2_ComSq_Cz","N2_ComPh_Cz","N2_RareSq_Cz","N2_RarePh_Cz","N2_ComSq_FzCz","N2_ComPh_FzCz","N2_RareSq_FzCz","N2_RarePh_FzCz","N2_ComSq_F3","N2_ComPh_F3","N2_RareSq_F3","N2_RarePh_F3","phoddball_N2_Cz","phoddball_N2_Fz","phoddball_N2_Pz","sqoddball_N2_Cz","sqoddball_N2_Fz","sqoddball_N2_Pz","phoddball_P2_Cz","phoddball_P2_Fz","phoddball_P2_Pz","sqoddball_P2_Cz","sqoddball_P2_Fz","sqoddball_P2_Pz","phoddball_P3_Cz","phoddball_P3_Fz","phoddball_P3_Pz","sqoddball_P3_Cz","sqoddball_P3_Fz","sqoddball_P3_Pz","phoddball_N2_FzCz","sqoddball_N2_FzCz","phoddball_N2_F3","sqoddball_N2_F3","ComAve_PhSq_N2_Cz","ComAve_PhSq_N2_Fz","ComAve_PhSq_N2_F3","ComAve_PhSq_N2_Pz","ComAve_PhSq_N2_FzCz","RareAve_PhSq_N2_Cz","RareAve_PhSq_N2_Fz","RareAve_PhSq_N2_F3","RareAve_PhSq_N2_Pz","RareAve_PhSq_N2_FzCz","Total_Oddball_PhSq_N2_Cz","Total_Oddball_PhSq_N2_Fz","Total_Oddball_PhSq_N2_Pz","Total_Oddball_PhSq_N2_FzCz","ComAve_PhSq_P2_Cz","ComAve_PhSq_P2_Fz","ComAve_PhSq_P2_Pz","RareAve_PhSq_P2_Cz","RareAve_PhSq_P2_Fz","RareAve_PhSq_P2_Pz","Total_Oddball_PhSq_P2_Cz","Total_Oddball_PhSq_P2_Fz","Total_Oddball_PhSq_P2_Pz","ComAve_PhSq_P3_Cz","ComAve_PhSq_P3_Fz","ComAve_PhSq_P3_Pz","RareAve_PhSq_P3_Cz","RareAve_PhSq_P3_Fz","RareAve_PhSq_P3_Pz","Total_Oddball_PhSq_P3_Cz","Total_Oddball_PhSq_P3_Fz","Total_Oddball_PhSq_P3_Pz","ComRareAve_Ph_P3_Cz","ComRareAve_Ph_P3_Fz","ComRareAve_Ph_P3_Pz","ComRareAve_Ph_N2_Cz","ComRareAve_Ph_N2_Fz","ComRareAve_Ph_N2_F3","ComRareAve_Ph_N2_Pz","ComRareAve_Ph_N2_FzCz","ComRareAve_Ph_P2_Cz","ComRareAve_Ph_P2_Fz","ComRareAve_Ph_P2_Pz","ComRareAve_Sq_P3_Cz","ComRareAve_Sq_P3_Fz","ComRareAve_Sq_P3_Pz","ComRareAve_Sq_N2_Cz","ComRareAve_Sq_N2_Fz","ComRareAve_Sq_N2_F3","ComRareAve_Sq_N2_Pz","ComRareAve_Sq_N2_FzCz","ComRareAve_Sq_P2_Cz","ComRareAve_Sq_P2_Fz","ComRareAve_Sq_P2_Pz","N2_Cz_PhConAve","N2_Fz_PhConAve","N2_F3_PhConAve","N2_Pz_PhConAve","N2_FzCz_PhConAve","P2_Cz_PhConAve","P2_Fz_PhConAve","P2_Pz_PhConAve","P3_Cz_PhConAve","P3_Fz_PhConAve","P3_Pz_PhConAve"
"43","TECH4046",8075,"4/3/19 9:49","Spring2019",19,0,"White",0,"Male","Weedeater","Phone","Phone","Cant Tell","Nearly the same","Pocket","Surface","Hand","Backpack","Else",95,"Silent","Silent",12,1.8,"Low",0,3.8,"High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","TECH4047",8746,"4/4/19 10:19","Spring2019",20,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Backpack","Else",86,"Vibration","Vibration",55,2.2,"High",1,2.933333333,"Low",0,7.7,6.477,2.331,4.428,6.47,4.401,0.491,4.935,10.685,9.519,4.731,8.747,1.093,-1.56,1.675,-0.358,6.811,3.938,7.741,8.326,4.987,2.629,7.957,6.415,-2.825,-3.911,-0.811,-3.297,3.602,2.012,-0.398,4.968,5.163,4.994,0.574,4.763,4.3825,3.503,0.088,4.8655,3.313,1.66,-0.557,5.415,-0.231,2.956,0.614,-4.589,-4,2.014,3.786,4.388,1.202,2.97,0.93,0.582,-0.772,0.534,-2.049,-5.954,-5.979,-5.369,1.3625,-4.2945,3.755,-3.87,5.0785,2.807,2.4865,-3.368,3.94275,2.6685,2.285,2.429,-2.054,2.47675,-2.41,-0.522,1.314,-1.466,3.808,5.3745,-0.2335,7.186,8.0335,0.6585,3.378,2.659,0.892,10.102,5.4355,7.0885,6.739,2.713,3.3795,-3.363,-2.7225,-3.709,9.133,4.668,5.4525,4.8785,3.49,3.5375,-3.604,4.18425,4.522,6.132,-0.959,7.708,3.4805,5.0155,2.8685,1.602,1.378,-1.818,2.23525,6.472,7.276,1.384,3.8735,2.546,2.45775,-2.711,3.20975,5.497,6.704,0.2125,8.4205,4.07425,5.234
"45","TECH4048",10413,"4/5/19 9:35","Spring2019",18,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Cant Tell","Not at all","Hand","Pocket","Surface","Backpack","Else",92,"Silent","Silent",80,2.4,"High",1,4.866666667,"High",1,7.67,7.22,10.221,16.354,6.349,8.371,12.473,10.131,11.036,11.244,15.526,19.564,5.426,5.776,8.907,10.464,11.839,12.28,13.545,10.785,11.987,12.664,14.577,15.009,-0.2,1.193,0.567,2.79,4.588,4.865,6.738,0.882,7.318,6.481,7.435,8.869,5.953,5.673,7.0865,4.8755,5.218,5.625,7.303,0.821,2.388,-3.983,1.597,0.117,2.15,0.767,2.345,-1.495,4.688,2.59,1.706,3.481,8.32,1.76,9.134,4.49,6.124,2.551,-0.7975,1.1335,-4.804,2.085,6.8995,4.7265,5.4215,0.4965,5.813,8.152,3.81,4.062,1.6785,5.981,1.2525,-0.9165,1.182,0.168,12.3255,12.0595,5.601,14.793,12.165,9.6855,2.4675,0.105499999999999,4.0845,11.14,7.36,7.445,17.545,11.302,13.2875,6.405,3.942,5.8425,15.404,9.251,11.787,7.675,2.8735,3.223,1.9915,5.27425,13.8365,11.5325,8.12,13.281,9.411,8.9455,7.3765,5.663,6.2605,0.1835,6.51975,13.282,12.692,7.1665,7.52575,4.26825,4.74175,1.0875,5.897,13.55925,12.11225,7.64325,14.3425,9.331,10.36625
"46","TECH4049",9374,"4/8/19 9:34","Spring2019",18,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Cant Tell","Somwehwat similar","Hand","Pocket","Surface","Backpack","Else",82,"Vibration","Vibration",120,1.933333333,"Low",0,4.466666667,"High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","TECH4050",8695,"4/10/19 9:41","Spring2019",24,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Backpack","Hand","Pocket","Surface","Else",71,"Silent","Silent",26,1.466666667,"Low",0,5,"High",1,6.369,6.443,8.595,11.216,-0.901,0.861,3.24,3.694,3.664,4.619,7.655,9.393,-1.716,-0.645,1.326,-2.679,2.026,2.92,3.532,-2.329,-0.952,0.212,1.885,-5.384,-6.109,-5.685,-3.705,-8.923,-0.831,-0.024,0.496,-2.643,0.132,0.594,0.493,-3.426,-0.3495,0.285,0.4945,-3.0345,-0.861,-0.355,1.95,-2.526,-4.02,-2.619,-3.238,0.361,1.327,2.404,-5.596,-5.249,-2.034,2.837,1.506,3.042,4.774,2.833,4.773,3.991,4.141,2.226,-3.3195,0.844,-2.171,2.811,0.363,-0.4275,-0.608,-5.897,-0.03225,-1.4665,-1.0735,-0.288,-6.314,-1.27,-1.8295,-0.646,-0.417,-1.23775,-0.37,2.473,-1.1805,-1.7495,0.6015,-0.6765,-1.3795,-1.8715,0.504,4.1415,-0.02,6.406,8.524,3.467,9.9055,4.3825,3.487,3.4995,7.006,2.2775,8.8295,-1.416,-1.3335,-1.4405,-7.304,-1.37475,-2.586,0.2955,-1.662,5.6595,1.1695,7.482,0.3125,-0.1675,0.5445,-4.907,0.0725,0.4665,2.779,-0.195,-0.55175,-0.7505,-0.448,-6.1055,-0.651125,-1.05975,1.53725,-0.9285,6.33275,1.7235,8.15575
"48","TECH4051",1544,"4/11/19 12:34","Spring2019",19,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Backpack","Pocket","Hand","Surface","Else",75,"Vibration","Vibration",181,2.4,"High",1,3.6,"High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","TECH4052",8613,"4/12/19 9:45","Spring2019",19,0,"White",0,"Male","Weedeater","Phone","Phone","Leafblower","Nearly the same","Hand","Surface","Pocket","Else","Backpack",75,"Vibration","Vibration",25,1.533333333,"Low",0,3.6,"High",1,11.531,12.194,14.914,14.478,3.745,5.37,8.224,6.935,9.674,10.265,12.732,13.921,5.429,4.243,4.859,5.498,4.809,5.264,4.592,5.433,6.453,5.813,6.328,7.058,3.97,3.225,3.583,4.928,4.247,3.892,2.55,2.792,7.403,6.074,4.536,6.682,5.825,4.983,3.543,4.737,4.553,4.333,3.663,3.76,0.608000000000001,-1.1,1.703,-2.867,-1.697,-0.387,1.245,0.169,1.255,-0.125,-0.217000000000001,-0.57,3.656,1.565,2.284,3.058,4.479,3.383,-0.246,-2.282,-0.573,-0.89,6.7385,4.0695,4.443,3.5975,5.404,5.609,2.671,3.7115,4.2555,4.14,-1.1295,-1.3985,0.657999999999999,-1.264,6.133,5.0365,4.836,6.693,5.0125,5.1785,0.56,-0.0240000000000009,0.342499999999999,9.9695,4.5575,11.8625,13.3265,7.5795,14.696,3.357,3.022,2.8335,12.093,6.1525,13.336,6.378,3.342,4.0465,4.0765,4.86,6.4355,5.3485,4.8705,11.203,5.9845,13.2225,5.9695,3.3985,4.108,3.7765,4.684,6.3905,4.7005,5.144,6.17375,3.37025,4.07725,3.9265,4.772,6.413,5.0245,5.00725,11.648,6.0685,13.27925
"50","TECH4053",8396,"4/15/19 9:45","Spring2019",20,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Not at all","Hand","Pocket","Backpack","Surface","Else",80,"Other","Vibration",250,1.533333333,"Low",0,3,"Low",0,12.815,15.394,18.365,21.057,5.68,8.734,12.036,14.586,10.437,13.896,13.979,19.671,8.074,9.475,8.397,8.024,10.186,11.576,10.677,13.533,12.656,14.373,10.768,13.873,13.497,14.696,13.92,14.619,3.716,5.121,3.457,6.288,10.639,12.299,6.949,11.008,7.1775,8.71,5.203,8.648,2.875,4.312,2.175,5.44,-1.291,1.167,-0.077,-3.69,-0.259,0.423,-0.5,1.957,-1.451,-1.888,0.491,0.323,5.775,5.852,5.663,3.542,6.356,5.55,-0.0620000000000012,-1.9745,1.128,-0.7,11.469,4.4185,3.5935,14.0965,7.94375,8.9785,4.8725,3.8075,14.2695,6.9255,-2.4905,0.454000000000001,0.173000000000002,-1.01825,13.5145,10.881,8.7745,12.3205,12.105,8.2105,-1.194,1.224,-0.564,12.1665,7.207,14.1045,16.825,13.311,19.711,4.6585,6.104,5.6065,16.7835,11.66,18.2255,11.6535,5.7045,4.876,14.6575,8.679,14.123,12.5545,8.7495,12.208,8.858,15.59,8.794,3.5865,2.525,13.7085,6.19025,11.712,10.4315,8.2355,10.22375,4.6455,3.7005,14.183,7.434625,12.9175,11.493,8.4925,14.49575,10.259,16.90775
"51","TECH4054",8203,"4/17/19 9:52","Spring2019",19,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Not at all","Hand","Pocket","Surface","Backpack","Else",100,"Vibration","Vibration",60,2.466666667,"High",1,3.4,"Low",0,10.04,10.44,8.04,9.896,4.704,6.538,3.203,-2.05,9.488,10.768,9.392,8.86,6.492,5.847,3.998,5.254,7.397,8.31,3.075,10.298,9.412,8.439,5.066,11.303,5.491,3.572,-0.106,4.117,-0.57,0.501,-4.192,-3.899,4.567,3.594,-1.733,-0.173,1.9985,2.0475,-2.9625,-2.036,-0.93,0.246,-3.074,-2.802,-3.767,-4.4,0.545,-6.3,-3.622,-5.597,2.864,1.988,-0.593000000000001,-4.346,-4.322,-2.494,-1.908,-8.588,-0.543999999999999,-0.0960000000000001,-1.501,-2,-4.0835,-4.961,-3.048,-2.144,4.0805,-0.0345,-0.342,4.5315,2.023,-0.953,-4.0455,-2.938,2.0055,-2.49925,-5.0335,-4.011,-2.526,-4.52225,8.9255,7.8535,6.1695,8.1845,6.6865,4.626,-0.741,-1.167,-1.5435,10.128,5.621,10.24,9.126,0.5765,8.968,-1.002,-5.0445,-1.272,9.814,2.244,10.168,1.7105,-1.699,-1.278,3.8445,0.00574999999999992,9.871,9.304,5.5505,9.44,3.9535,9.04,1.417,-2.381,-2.002,2.6925,-0.482,7.239,5.236,5.245,1.56375,-2.04,-1.64,3.2685,-0.238125,8.555,7.27,5.39775,9.627,3.09875,9.604
"52","TECH4055",7948,"4/19/19 9:59","Spring2019",20,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Cant Tell","Somwehwat similar","Hand","Pocket","Surface","Else","Backpack",96,"Vibration","Vibration",43,2.333333333,"High",1,3.533333333,"High",0,6.309,5.442,5.736,2.82,-1.521,-1.601,2.247,-5.137,3.593,3.69,5.957,1.757,1.16,-1.194,-0.134,2.954,3.752,2.572,4.363,4.34,3.979,1.883,4.864,4.402,4.656,3.311,0.299,2.475,-0.16,0.073,-0.005,-3.114,3.373,2.297,0.891,-0.442,1.6065,1.185,0.443,-1.778,-0.582,0.262,0.305,-3.327,-2.739,-3.187,-0.836,-2.482,0.155,-4.357,2.519,1.768,4.148,0.885,0.611000000000001,-1.294,-1.933,-3.536,-2.622,2.364,3.768,-0.573,-2.963,-1.1635,-3.589,0.887,2.835,-0.0435,-0.16,3.9835,1.39575,0.2245,-1.5595,-1.511,1.387,-0.6675,-2.6105,-1.516,-2.5965,-2.06325,2.931,3.162,-0.017,4.633,4.3515,1.41,1.702,1.1895,1.427,3.6415,-1.561,5.8755,3.857,-1.445,4.278,0.2155,0.116,-1.5975,2.7235,-3.369,4.131,0.9275,-1.5205,-1.5325,2.893,-0.2965,3.1425,3.456,0.88,4.775,0.363,6.0225,2.132,-0.0825,-0.1385,2.4775,1.02475,4.4215,4.0575,0.513,1.52975,-0.8015,-0.8355,2.68525,0.364125,3.782,3.75675,0.6965,3.74925,-1.503,5.07675
"53","TECH4056",8446,"4/22/19 9:45","Spring2019",20,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Backpack","Pocket","Surface","Hand","Else",86,"Silent","Silent",30,1.6,"Low",0,4.2,"High",1,12.254,12.206,18.318,18.523,5.911,5.116,7.051,8.176,12.57,12.648,18.907,18.87,4.192,5.147,4.756,4.347,10.66,10.105,9.615,8.423,12.69,12.815,11.848,12.826,7.649,7.748,10.347,10.228,6.572,5.723,4.659,6.006,9.004,8.536,10.407,10.169,7.788,7.1295,7.533,8.0875,5.331,5.322,4.573,5.952,1.633,0.283,2.48,1.403,-1.913,2.698,0.011000000000001,-1.682,-0.8,-0.841999999999999,-1.045,0.564,6.222,3.06,6.317,6.337,1.14,6.064,0.958,-0.255,0.63,-0.758,8.77,6.1475,5.3265,7.6985,7.45875,10.288,5.3325,5.2625,10.2875,7.81025,1.518,-0.815,2.589,0.3515,12.7525,10.3825,4.6695,12.337,9.019,4.5515,-0.4155,-1.3635,-0.117999999999999,12.609,5.5135,12.23,18.8885,7.6135,18.4205,6.2795,2.1,6.1905,15.759,6.646,15.3645,9.3525,5.8645,5.637,8.988,7.6085,12.8205,9.264,4.747,15.7385,6.481,15.286,9.7055,5.6155,4.952,8.998,7.6605,12.269,10.1375,4.474,9.529,5.74,5.2945,8.993,7.6345,12.54475,9.70075,4.6105,15.74875,6.5635,15.32525
"54","TECH4057",9169,"4/24/19 9:46","Spring2019",22,1,"Non-White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Nearly the same","Hand","Pocket","Surface","Backpack","Else",81,"Silent","Vibration",250,2.133333333,"High",1,4.2,"High",1,13.925,12.397,15.681,18.673,11.119,9.918,12.907,16.188,13.941,12.388,14.733,17.561,5.691,6.163,6.569,8.513,6.073,6.541,4.624,10.178,5.612,6.34,4.78,10.266,4.707,4.844,3.875,10.105,5.375,5.656,1.838,8.043,7.24,6.88,2.955,8.719,6.3075,6.268,2.3965,8.381,5.75,5.909,5.072,6.592,1.839,2.387,5.261,-4.285,-3.537,-0.832,3.926,3.637,2.35,-0.832,-1.449,0.878,5.173,6.27,6.276,0.792,1.788,1.756,2.113,-3.911,0.683,-0.678,7.06,5.5155,5.8295,4.7755,6.28775,5.837,4.9405,5.832,6.99,5.38875,-1.223,-0.574999999999999,2.2145,-0.899,5.976,6.307,5.927,7.523,7.401,7.541,1.547,1.094,1.614,13.1645,10.5185,13.161,16.147,14.5475,17.177,2.9825,4.029,4.016,14.9745,13.053,15.535,7.7995,6.8495,6.2505,7.4745,7.3245,8.303,8.3595,7.338,14.337,12.013,14.803,5.0975,3.6065,5.411,4.291,4.352,5.196,5.3485,6.13,6.4485,5.228,5.83075,5.88275,5.83825,6.7495,6.854,6.734,14.65575,12.533,15.169
"55","TECH4058",1800,"4/25/19 12:39","Spring2019",19,0,"White",1,"Female","Cant Tell","Cant Tell","Cant Tell","Cant Tell","Somwehwat similar","Else","Backpack","Hand","Pocket","Surface",10,"Silent","Silent",15,1.666666667,"Low",0,3.866666667,"High",1,22.957,23.253,31.255,27.972,13.868,13.847,23.509,20.366,23.526,23.326,33.897,30.749,5.635,4.685,3.688,5.044,9.702,10.233,11.414,8.4,10.177,9.768,10.916,9.8,8.636,8.614,8.666,7.766,8.406,8.296,10.817,9.103,13.429,12.997,14.382,12.456,10.9175,10.6465,12.5995,10.7795,8.748,8.753,9.889,8.488,-0.541,0.807,-0.848000000000001,0.952999999999999,2.411,0.0300000000000011,0.032,-1.833,0.359,0.739000000000001,1.712,-1.947,7.423,6.519,4.719,10.371,9.641,8.298,0.133000000000001,1.682,-0.265000000000001,1.141,13.213,8.351,8.7505,8.625,10.782,13.419,9.96,9.1885,8.216,11.6895,0.206,1.609,-0.408999999999999,0.907500000000001,9.9725,9.9675,5.16,10.358,9.907,4.366,0.3855,-0.0605000000000011,-0.794,23.426,13.8575,23.105,32.323,21.9375,29.6135,8.897,8.08,6.5085,27.0375,17.1065,25.6125,12.7265,8.6995,8.6205,8.19,10.713,9.784,9.3165,4.8645,28.7115,18.6885,27.106,13.9055,9.6115,9.3185,8.651,11.7585,10.5465,10.558,4.6615,13.316,9.1555,8.9695,8.4205,11.23575,10.16525,9.93725,4.763,27.8745,17.8975,26.35925
"56","TECH4059",8439,"4/26/19 9:50","Spring2019",18,1,"Non-White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Backpack","Else",85,"Vibration","Vibration",101,2.2,"High",1,3.266666667,"Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","TECH4060",7942,"4/29/19 9:54","Spring2019",19,0,"White",0,"Male","Cant Tell","Cant Tell","Cant Tell","Cant Tell","Not at all","Pocket","Hand","Backpack","Else","Surface",90,"Vibration","Vibration",20,2.333333333,"High",1,3,"Low",0,10.455,6.302,12.35,10.327,1.685,-1.452,1.045,5.048,5.791,2.794,7.237,7.38,4.603,1.406,3.194,3.692,2.148,0.107,-2.136,1.882,3.028,0.646,-1.469,3.179,5.046,2.55,2.926,3.925,1.894,-0.271,-0.84,2.301,4.482,2.54,2.579,3.488,3.188,1.1345,0.8695,2.8945,1.22,0.915,-4.028,0.426,0.948,2.572,1.375,-1.903,-2.734,-2.12,2.533,1.775,2.286,-4.497,-4.284,-1.409,4.586,6.5,4.025,1.446,-0.64,1.895,1.76,-2.3185,-0.489,-5.248,3.511,0.8115,1.0675,3.798,2.16125,3.0335,0.7305,-1.801,3.4255,1.882,-0.4775,-0.0809999999999997,-0.3725,-0.27925,1.837,1.1275,3.0045,0.855,-0.127,3.443,-0.982,-1.2545,0.4385,4.2925,0.1165,8.3785,7.3085,3.0465,11.3385,3.016,2.93,2.96,5.087,1.798,8.3145,3.014,1.015,0.6705,3.2375,2.0145,1.9125,0.9945,2.549,6.514,1.365,11.4025,3.5305,0.527,-1.404,3.986,2.02875,0.7795,0.00600000000000001,3.8985,3.27225,0.771,-0.36675,3.61175,2.021625,1.346,0.50025,3.22375,5.8005,1.5815,9.8585
"58","TECH4061",8684,"5/1/19 9:42","Spring2019",20,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Surface","Pocket","Hand","Backpack","Else",71,"Vibration","Vibration",50,2.2,"High",1,2.666666667,"Low",0,11.66,9.917,16.141,19.791,7.698,7.4,15.846,17.953,12.508,12.448,22.247,24.759,10.275,8.765,9.773,9.831,10.789,9.447,11.986,12.582,11.455,9.355,10.959,12.523,10.418,6.903,6.776,10.766,4.814,3.626,5.316,8.339,10.028,9.203,9.879,14.309,7.421,6.4145,7.5975,11.324,5.333,3.907,6.766,8.884,5.106,4.713,3.863,-0.149000000000001,0.502,-3.642,3.168,3.135,1.066,-0.496,1.197,-0.502000000000001,12.311,10.553,9.874,9.739,8.148,4.481,4.9095,0.1765,4.977,1.433,9.6155,4.22,4.62,8.6605,6.91775,12.094,6.8275,7.825,8.771,9.46075,2.4785,2.6075,0.110500000000002,2.543,10.405,10.118,9.52,11.741,12.284,9.802,1.336,2.166,0.282,12.478,7.549,10.7885,23.503,16.8995,17.966,11.025,9.3505,7.1775,18.6035,12.6765,14.854,11.756,5.9825,6.3955,8.8345,8.86925,10.939,11.0145,9.298,17.3775,11.772,13.9005,9.9535,5.065,6.0495,8.597,7.50925,11.207,11.3875,10.024,10.85475,5.52375,6.2225,8.71575,8.18925,11.073,11.201,9.661,17.9905,12.22425,14.37725
"59","TECH4062",1052,"5/2/19 12:33","Spring2019",18,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Backpack","Pocket","Surface","Hand","Else",47,"Vibration","Vibration",19,2.2,"High",1,3.333333333,"Low",0,7.877,9.454,13.181,12.401,-2.883,0.534,2.835,1.844,4.377,7.295,11.474,10.008,2.548,3.931,4.693,2.703,4.258,7.321,4.979,3.005,2.787,4.978,4.152,1.759,-1.183,1.169,-3.572,-1.66,-2.014,1.383,-2.773,-2.078,-0.908,2.239,2.23,-0.992,-1.461,1.811,-0.2715,-1.535,-1.955,1.319,-2.665,-2.341,-3.231,-3.461,-2.829,3.138,-0.759,-2.389,-3.219,-4.316,-1.228,1.365,0.721,2.145,2.713,1.31,2.947,7.097,5.718,5.304,-3.346,1.1895,-3.66,-0.71,0.6655,-0.3155,-0.318,-0.00700000000000001,0.175,0.619,-2.4255,-2.503,-2.616,-0.90325,-0.0465,-2.11,-2.609,-1.07825,3.8825,5.7895,3.2395,2.9555,3.992,3.698,-0.927,-1.7975,0.458499999999999,5.836,-1.1745,8.6655,10.741,2.3395,12.791,4.905,3.514,4.1255,8.6515,1.189,10.9275,0.6235,-0.3475,-0.511,-0.2455,0.138,3.3685,5.163,3.317,7.9255,-0.024,10.529,0.661,-2.3935,-2.31,-2.3775,-0.86625,3.4695,4.6185,3.6205,0.64225,-1.3705,-1.4105,-1.3115,-0.364125,3.419,4.89075,3.46875,8.2885,0.5825,10.72825
