"","Part_ID","Survey_Duration.sec.","StartDate","Semester","Demo.Age","Coded.Race..0...White..1...Non.white.","Race","Coded.Sex..0...male..1...female.","Sex","Sound_Weedeater","Sound_CantTell","Sound_Phone","Sound_LeafBlower","PhoneSound_Similar","Phone_location_1","Phone_location_2","Phone_location_3","Phone_location_4","Phone_location_5","Phone_Body_Percent","NotifyMostTime","Notify_Texts","Number_Texts","SAPS_Ave","SAPS_Med_Split","SAPS_MedSplit_Coded","MAAS_Ave","MAAS_Med_Split","MAAS_MedSplit_Coded","P3_ComSq_Pz","P3_ComPh_Pz","P3_RareSq_Pz","P3_RarePh_Pz","P3_ComSq_Fz","P3_ComPh_Fz","P3_RareSq_Fz","P3_RarePh_Fz","P3_ComSq_Cz","P3_ComPh_Cz","P3_RareSq_Cz","P3_RarePh_Cz","P2_ComSq_Pz","P2_ComPh_Pz","P2_RareSq_Pz","P2_RarePh_Pz","P2_ComSq_Fz","P2_ComPh_Fz","P2_RareSq_Fz","P2_RarePh_Fz","P2_ComSq_Cz","P2_ComPh_Cz","P2_RareSq_Cz","P2_RarePh_Cz","N2_ComSq_Pz","N2_ComPh_Pz","N2_RareSq_Pz","N2_RarePh_Pz","N2_ComSq_Fz","N2_ComPh_Fz","N2_RareSq_Fz","N2_RarePh_Fz","N2_ComSq_Cz","N2_ComPh_Cz","N2_RareSq_Cz","N2_RarePh_Cz","N2_ComSq_FzCz","N2_ComPh_FzCz","N2_RareSq_FzCz","N2_RarePh_FzCz","N2_ComSq_F3","N2_ComPh_F3","N2_RareSq_F3","N2_RarePh_F3","phoddball_N2_Cz","phoddball_N2_Fz","phoddball_N2_Pz","sqoddball_N2_Cz","sqoddball_N2_Fz","sqoddball_N2_Pz","phoddball_P2_Cz","phoddball_P2_Fz","phoddball_P2_Pz","sqoddball_P2_Cz","sqoddball_P2_Fz","sqoddball_P2_Pz","phoddball_P3_Cz","phoddball_P3_Fz","phoddball_P3_Pz","sqoddball_P3_Cz","sqoddball_P3_Fz","sqoddball_P3_Pz","phoddball_N2_FzCz","sqoddball_N2_FzCz","phoddball_N2_F3","sqoddball_N2_F3","ComAve_PhSq_N2_Cz","ComAve_PhSq_N2_Fz","ComAve_PhSq_N2_F3","ComAve_PhSq_N2_Pz","ComAve_PhSq_N2_FzCz","RareAve_PhSq_N2_Cz","RareAve_PhSq_N2_Fz","RareAve_PhSq_N2_F3","RareAve_PhSq_N2_Pz","RareAve_PhSq_N2_FzCz","Total_Oddball_PhSq_N2_Cz","Total_Oddball_PhSq_N2_Fz","Total_Oddball_PhSq_N2_Pz","Total_Oddball_PhSq_N2_FzCz","ComAve_PhSq_P2_Cz","ComAve_PhSq_P2_Fz","ComAve_PhSq_P2_Pz","RareAve_PhSq_P2_Cz","RareAve_PhSq_P2_Fz","RareAve_PhSq_P2_Pz","Total_Oddball_PhSq_P2_Cz","Total_Oddball_PhSq_P2_Fz","Total_Oddball_PhSq_P2_Pz","ComAve_PhSq_P3_Cz","ComAve_PhSq_P3_Fz","ComAve_PhSq_P3_Pz","RareAve_PhSq_P3_Cz","RareAve_PhSq_P3_Fz","RareAve_PhSq_P3_Pz","Total_Oddball_PhSq_P3_Cz","Total_Oddball_PhSq_P3_Fz","Total_Oddball_PhSq_P3_Pz","ComRareAve_Ph_P3_Cz","ComRareAve_Ph_P3_Fz","ComRareAve_Ph_P3_Pz","ComRareAve_Ph_N2_Cz","ComRareAve_Ph_N2_Fz","ComRareAve_Ph_N2_F3","ComRareAve_Ph_N2_Pz","ComRareAve_Ph_N2_FzCz","ComRareAve_Ph_P2_Cz","ComRareAve_Ph_P2_Fz","ComRareAve_Ph_P2_Pz","ComRareAve_Sq_P3_Cz","ComRareAve_Sq_P3_Fz","ComRareAve_Sq_P3_Pz","ComRareAve_Sq_N2_Cz","ComRareAve_Sq_N2_Fz","ComRareAve_Sq_N2_F3","ComRareAve_Sq_N2_Pz","ComRareAve_Sq_N2_FzCz","ComRareAve_Sq_P2_Cz","ComRareAve_Sq_P2_Fz","ComRareAve_Sq_P2_Pz","N2_Cz_PhConAve","N2_Fz_PhConAve","N2_F3_PhConAve","N2_Pz_PhConAve","N2_FzCz_PhConAve","P2_Cz_PhConAve","P2_Fz_PhConAve","P2_Pz_PhConAve","P3_Cz_PhConAve","P3_Fz_PhConAve","P3_Pz_PhConAve"
"11","TECH4011",8238,"11/3/18 13:53","Fall2018",21,0,"White",0,"Male","Weedeater","Phone","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Backpack","Else",50,"Silent","Silent",17,2.533333333,"High",1,3,"Low",0,10.204,10.076,7.615,9.213,9.238,8.509,8.501,10.712,12.851,12.117,10.019,10.154,5.452,5.755,3.574,1.541,6.139,6.209,5.77,4.534,6.118,6.067,3.014,2.649,3.141,3.943,0.107,2.51,5.399,6.173,3.655,4.323,6.746,7.487,2.311,3.483,6.0725,6.83,2.983,3.903,5.025,6.054,3.982,4.869,-4.004,-1.85,-1.433,-4.435,-1.744,-3.034,-3.418,-1.675,-4.214,-3.104,-0.369000000000001,-1.878,-1.963,2.203,-0.863000000000001,-2.832,-0.737,-2.589,-2.927,-3.0895,-1.185,-1.043,7.1165,5.786,5.5395,3.542,6.45125,2.897,3.989,4.4255,1.3085,3.443,-4.2195,-1.797,-2.2335,-3.00825,6.0925,6.174,5.6035,2.8315,5.152,2.5575,-3.261,-1.022,-3.046,12.484,8.8735,10.14,10.0865,9.6065,8.414,-2.3975,0.733000000000001,-1.726,11.1355,9.6105,9.6445,5.485,5.248,5.4615,3.2265,5.3665,4.358,5.3715,3.648,11.435,8.8695,8.9095,4.5285,4.527,4.5035,1.624,4.52775,4.566,5.9545,4.513,5.00675,4.8875,4.9825,2.42525,4.947125,4.462,5.663,4.0805,11.28525,9.24,9.277
"12","TECH4013",9302,"11/6/18 11:30","Fall2018",19,0,"White",1,"Female","Cant Tell","Phone","Phone","Leafblower","Somwehwat similar","Else","Hand","Pocket","Backpack","Surface",90,"Vibration","Vibration",50,1.866666667,"Low",0,3.2,"Low",0,13.458,11.805,18.027,18.156,8.893,7.591,12.763,12.352,12.169,11.72,20.399,17.838,4.719,4.218,3.102,7.611,9.955,10.523,12.745,9.094,10.178,11.271,13.132,9.91,7.243,7.668,8.177,9.776,9.677,8.436,11.802,8.031,11.639,10.941,13.255,8.008,10.658,9.6885,12.5285,8.0195,9.766,8.796,13.304,9.022,-2.933,-0.404999999999999,2.108,1.616,2.125,0.933999999999999,-1.361,-1.429,3.393,2.954,2.79,-1.617,6.118,4.761,6.351,8.23,3.87,4.569,-1.669,1.8705,0.226000000000001,3.538,11.29,9.0565,9.281,7.4555,10.17325,10.6315,9.9165,11.163,8.9765,10.274,-0.6585,0.859999999999999,1.521,0.10075,10.7245,10.239,4.4685,11.521,10.9195,5.3565,0.7965,0.680499999999999,0.887999999999999,11.9445,8.242,12.6315,19.1185,12.5575,18.0915,7.174,4.3155,5.46,14.779,9.9715,14.9805,9.4745,8.2335,8.909,8.722,8.854,10.5905,9.8085,5.9145,16.284,10.828,15.7425,12.447,10.7395,11.535,7.71,11.59325,11.655,11.35,3.9105,10.96075,9.4865,10.222,8.216,10.223625,11.12275,10.57925,4.9125,15.5315,10.39975,15.3615
"13","TECH4014",830,"11/7/18 9:01","Fall2018",20,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Surface","Pocket","Hand","Backpack","Else",100,"Silent","Silent",150,2.066666667,"High",1,3.266666667,"Low",0,13.885,12.471,9.984,11.019,7.886,7.714,6.075,5.949,16.23,15.588,12.615,13.47,0.71,-0.859,-1.576,-0.719,3.257,2.647,2.983,1.365,2.961,1.407,0.899,1.176,3.368,1.398,-0.571,0.003,2.473,1.133,-0.481,0.057,9.079,7.455,0.558,3.904,5.776,4.294,0.0385,1.9805,1.319,-0.219,-1.906,0.813,-3.551,-1.076,-1.395,-8.521,-2.954,-3.939,-0.231,-1.282,0.14,-2.062,-0.274,-2.286,-2.118,-1.765,-1.452,-3.615,-1.811,-3.901,-2.3135,-5.7375,1.032,-3.225,8.267,1.803,0.55,2.383,5.035,2.231,-0.212,-0.5465,-0.284,1.0095,-6.036,-2.015,-2.667,-4.0255,2.184,2.952,-0.0745,1.0375,2.174,-1.1475,-1.1465,-0.778,-1.073,15.909,7.8,13.178,13.0425,6.012,10.5015,-2.8665,-1.788,-2.6765,14.529,6.8315,11.745,5.6795,0.595,0.297,0.7005,3.13725,1.2915,2.006,-0.789,14.4225,6.9805,11.9345,4.8185,0.996,-0.2935,1.3985,2.90725,1.93,3.12,-0.433,5.249,0.7955,0.00174999999999997,1.0495,3.02225,1.61075,2.563,-0.611,14.47575,6.906,11.83975
"14","TECH4015",10359,"11/7/18 9:17","Fall2018",20,0,"White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Somwehwat similar","Hand","Pocket","Surface","Backpack","Else",75,"Vibration","Vibration",57,2.266666667,"High",1,3.933333333,"High",1,10.009,10.603,8.941,12.939,12.589,13.183,9.382,11.787,12.025,12.461,9.428,12.385,1.08,0.827,1.218,3.34,10.074,10.664,12.771,11.316,6.219,6.625,8.598,7.491,6.137,6.806,6.076,8.206,10.169,11.037,8.732,8.992,10.327,10.663,8.459,9.006,10.248,10.85,8.5955,8.999,9.387,10.503,8.996,8.83,-1.657,-2.045,1.4,-1.868,-1.437,-0.0609999999999999,0.866,0.652000000000001,2.513,2.379,2.697,0.138,-0.0760000000000005,-1.396,2.336,-2.597,-3.207,-1.068,-1.851,-1.6525,-1.673,-0.391,10.495,10.603,9.945,6.4715,10.549,8.7325,8.862,8.913,7.141,8.79725,-1.7625,-1.741,0.6695,-1.75175,6.422,10.369,0.9535,8.0445,12.0435,2.279,1.6225,1.6745,1.3255,12.243,12.886,10.306,10.9065,10.5845,10.94,-1.3365,-2.3015,0.634,12.423,12.485,11.771,9.8345,10.0145,9.6665,7.506,9.9245,7.058,10.99,2.0835,10.7265,10.9855,9.475,9.393,9.4505,9.1915,6.1065,9.42175,7.4085,11.4225,1.149,9.61375,9.7325,9.429,6.80625,9.673125,7.23325,11.20625,1.61625,11.57475,11.73525,10.623
"15","TECH4016",1735,"11/9/18 11:53","Fall2018",19,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Cant Tell","Nearly the same","Pocket","Hand","Backpack","Surface","Else",78,"Vibration","Vibration",80,2.266666667,"High",1,1.866666667,"Low",0,9.938,13.987,12.224,13.37,8.004,9.959,8.884,10.337,11.888,14.283,14.638,14.428,7.966,11.072,8.888,10.432,14.667,15.812,13.576,14.888,15.675,17.793,17.083,16.158,7.785,11.938,10.015,9.939,7.061,8.088,8.427,6.24,9.585,11.653,11.35,8.998,8.323,9.8705,9.8885,7.619,7.462,7.714,9.708,4.236,-2.655,-1.848,-1.999,1.765,1.366,2.23,-1.635,-0.923999999999999,-0.639999999999999,1.408,-1.091,0.922,0.145000000000001,0.378,-0.617000000000001,2.75,0.880000000000001,2.286,-2.2515,1.5655,-3.478,2.246,10.619,7.5745,7.588,9.8615,9.09675,10.174,7.3335,6.972,9.977,8.75375,-0.445,-0.241,0.115500000000001,-0.343,16.734,15.2395,9.519,16.6205,14.232,9.66,-0.113500000000002,-1.0075,0.141,13.0855,8.9815,11.9625,14.533,9.6105,12.797,1.4475,0.629,0.8345,14.3555,10.148,13.6785,10.3255,7.164,5.975,10.9385,8.74475,16.9755,15.35,10.752,13.263,8.444,11.081,10.4675,7.744,8.585,8.9,9.10575,16.379,14.1215,8.427,10.3965,7.454,7.28,9.91925,8.92525,16.67725,14.73575,9.5895,13.80925,9.296,12.37975
"16","TECH4017",9039,"11/10/18 10:42","Fall2018",19,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Surface","Hand","Backpack","Else",70,"Vibration","Vibration",230,2.2,"High",1,2.4,"Low",0,8.566,6.722,6.584,5.875,7.443,5.551,6.561,5.023,9.049,6.584,7.19,6.438,2.69,2.798,2.554,3.938,4.206,3.56,4.806,0.943,2.651,2.439,3.054,1.094,0.068,0.236,-3.046,-0.488,5.934,4.853,3.791,2.833,5.909,4.463,2.968,4.245,5.9215,4.658,3.3795,3.539,5.325,4.353,3.694,4.423,-0.218,-2.02,-0.724,-2.941,-2.143,-3.114,-1.345,-2.617,1.14,0.403,0.6,-0.136,-0.146,-0.528,-0.847,-1.859,-0.882,-1.982,-1.119,-2.542,0.0700000000000003,-1.631,5.186,5.3935,4.839,0.152,5.28975,3.6065,3.312,4.0585,-1.767,3.45925,-1.5795,-2.0815,-1.919,-1.8305,2.545,3.883,2.744,2.074,2.8745,3.246,-0.471,-1.0085,0.502,7.8165,6.497,7.644,6.814,5.792,6.2295,-1.0025,-0.705,-1.4145,6.511,5.287,6.2985,4.354,3.843,4.388,-0.126,4.0985,1.7665,2.2515,3.368,8.1195,7.002,7.575,4.4385,4.8625,4.5095,-1.489,4.6505,2.8525,4.506,2.622,4.39625,4.35275,4.44875,-0.8075,4.3745,2.3095,3.37875,2.995,7.31525,6.1445,6.93675
"17","TECH4018",9868,"11/11/18 10:47","Fall2018",22,0,"White",1,"Female","Cant Tell","Cant Tell","Phone","Leafblower","Nearly the same","Surface","Pocket","Hand","Backpack","Else",60,"Silent","Silent",6,1.733333333,"Low",0,3.266666667,"Low",0,7.033,8.508,11.081,6.704,10.574,12.343,18.41,17.303,11.274,13.694,22.195,17.083,4.669,5.213,4.388,2.786,16.144,18.441,21.854,13.254,14.153,15.884,18.485,10.657,5.944,7.162,7.057,2.723,8.909,9.834,8.851,7.273,9.52,11.158,9.78,6.796,9.2145,10.496,9.3155,7.0345,9.006,9.851,10.059,9.041,-4.362,-2.561,-4.439,0.26,-0.0579999999999998,1.113,-5.227,-5.187,-2.427,4.332,5.71,-0.281,3.389,4.96,-1.804,10.921,7.836,4.048,-3.4615,0.101000000000001,-0.81,1.053,10.339,9.3715,9.4285,6.553,9.85525,8.288,8.062,9.55,4.89,8.175,-2.051,-1.3095,-1.663,-1.68025,15.0185,17.2925,4.941,14.571,17.554,3.587,-0.4475,0.261500000000002,-1.354,12.484,11.4585,7.7705,19.639,17.8565,8.8925,7.155,6.398,1.122,15.3885,14.823,7.606,8.977,8.5535,9.446,4.9425,8.76525,13.2705,15.8475,3.9995,16.7345,14.492,9.057,9.65,8.88,9.5325,6.5005,9.265,16.319,18.999,4.5285,9.3135,8.71675,9.48925,5.7215,9.015125,14.79475,17.42325,4.264,16.0615,14.6575,8.3315
"18","TECH4019",9638,"11/11/18 13:34","Fall2018",18,0,"White",0,"Male","Cant Tell","Phone","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Backpack","Else",65,"Vibration","Vibration",15,2.066666667,"High",1,4.466666667,"High",1,9.265,10.939,10.476,8.653,8.446,9.811,9.145,10.766,11.511,13.265,13.751,13.166,3.449,3.297,3.154,6.205,8.083,7.962,7.833,11.447,7.857,7.748,7.367,11.219,5.783,5.812,5.231,6.175,7.334,8.293,5.895,7.692,10.548,11.875,8.286,9.265,8.941,10.084,7.0905,8.4785,5.691,6.805,5.265,4.986,-2.61,-0.600999999999999,0.363,-2.262,-1.439,-0.552,3.471,3.485,2.908,-0.49,-0.25,-0.295,-0.0990000000000002,0.955,-2.286,2.24,0.699,1.211,-1.6055,-1.8505,-1.819,-0.426,11.2115,7.8135,6.248,5.7975,9.5125,8.7755,6.7935,5.1255,5.703,7.7845,-2.436,-1.02,-0.0945000000000009,-1.728,7.8025,8.0225,3.373,9.293,9.64,4.6795,1.4905,1.6175,1.3065,12.388,9.1285,10.102,13.4585,9.9555,9.5645,1.0705,0.827000000000002,-0.5375,13.2155,10.2885,9.796,10.57,7.9925,5.8955,5.9935,9.28125,9.4835,9.7045,4.751,12.631,8.7955,9.8705,9.417,6.6145,5.478,5.507,8.01575,7.612,7.958,3.3015,9.9935,7.3035,5.68675,5.75025,8.6485,8.54775,8.83125,4.02625,12.92325,9.542,9.83325
"19","TECH4020",979,"1/25/19 12:06","Spring2019",22,0,"White",0,"Male","Weedeater","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Backpack","Else",70,"Vibration","Vibration",20,2.6,"High",1,3.466666667,"Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","TECH4021",9026,"1/28/19 9:53","Spring2019",23,0,"White",0,"Male","Cant Tell","Cant Tell","Phone","Cant Tell","Not at all","Pocket","Surface","Hand","Backpack","Else",80,"Vibration","Vibration",10,2.2,"High",1,3.866666667,"High",1,11.251,11.771,14.786,13.697,4.645,5.146,3.071,7.625,11.194,11.859,12.447,13.811,4.12,5.2,5.45,6.014,7.683,7.593,7.305,9.389,8.545,8.811,7.163,7.57,4.797,4.007,2.241,3.255,4.034,3.833,2.78,3.995,6.818,7.255,5.324,4.827,5.426,5.544,4.052,4.411,2.992,2.541,2.388,4.106,-2.428,0.162,-0.752,-1.494,-1.254,-2.556,-1.241,1.796,0.814,-1.382,-0.378,1.33,1.952,2.479,1.926,1.253,-1.574,3.535,-1.133,-1.374,1.565,-0.604,7.0365,3.9335,2.7665,4.402,5.485,5.0755,3.3875,3.247,2.748,4.2315,-1.961,-0.546,-1.654,-1.2535,8.678,7.638,4.66,7.3665,8.347,5.732,-1.3115,0.709,1.072,11.5265,4.8955,11.511,13.129,5.348,14.2415,1.6025,0.4525,2.7305,12.835,6.3855,12.734,6.041,3.914,3.3235,3.631,4.9775,8.1905,8.491,5.607,11.8205,3.858,13.0185,6.071,3.407,2.69,3.519,4.739,7.854,7.494,4.785,6.056,3.6605,3.00675,3.575,4.85825,8.02225,7.9925,5.196,12.32775,5.12175,12.87625
"21","TECH4022",9258,"1/30/19 9:50","Spring2019",19,0,"White",1,"Female","Weedeater","Phone","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Backpack","Else",60,"Vibration","Vibration",15,1.8,"Low",0,4.266666667,"High",1,10.24,10.81,15.22,7.471,5.859,5.821,9.356,4.327,9.626,9.399,13.774,6.205,3.903,5.797,5.844,3.172,5.524,6.545,9.487,4.337,5.881,6.603,10.106,3.582,3.177,3.715,6.701,0.687,1.914,1.52,3.107,0.635,5.027,4.513,6.688,1.689,3.4705,3.0165,4.8975,1.162,2.066,1.544,2.436,1.597,-2.824,-0.885,-3.028,1.661,1.193,3.524,-3.021,-2.208,-2.625,4.225,3.963,1.941,-3.194,-1.494,-3.339,4.148,3.497,4.98,-1.8545,1.427,0.0529999999999999,0.37,4.77,1.717,1.805,3.446,3.2435,4.1885,1.871,2.0165,3.694,3.02975,-0.5815,0.154,0.248,-0.21375,6.242,6.0345,4.85,6.844,6.912,4.508,0.601999999999999,0.8775,-0.342,9.5125,5.84,10.525,9.9895,6.8415,11.3455,0.477,1.0015,0.820500000000001,7.802,5.074,9.1405,3.101,1.0775,1.5705,2.201,2.08925,5.0925,5.441,4.4845,11.7,7.6075,12.73,5.8575,2.5105,2.251,4.939,4.184,7.9935,7.5055,4.8735,4.47925,1.794,1.91075,3.57,3.136625,6.543,6.47325,4.679,9.751,6.34075,10.93525
"22","TECH4024",10195,"2/1/19 9:40","Spring2019",18,1,"Non-White",0,"Male","Cant Tell","Cant Tell","Phone","Leafblower","Nearly the same","Pocket","Hand","Surface","Backpack","Else",70,"Vibration","Vibration",106,1.866666667,"Low",0,4.066666667,"High",1,11.291,12.306,15.25,10.946,3.99,3.281,0.691,-5.189,9.462,10.97,13.664,9.066,8.858,7.557,6.881,4.434,13.455,11.388,14.288,6.637,12.705,11.494,13.83,9.048,7.634,6.745,9.495,4.272,4.959,3.953,2.651,-5.749,11.525,11.465,11.975,4.61,8.242,7.709,7.313,-0.5695,5.233,6.095,3.078,-0.647,-6.855,-9.702,-2.473,0.449999999999999,-2.308,1.861,-2.446,-4.751,-3.123,1.125,0.833,-1.977,-1.904,-8.47,-1.36,4.202,-3.299,3.959,-8.2785,-0.929000000000001,-6.742,-2.155,11.495,4.456,5.664,7.1895,7.9755,8.2925,-1.549,1.2155,6.8835,3.37175,-3.2025,-6.005,-0.306000000000001,-4.60375,12.0995,12.4215,8.2075,11.439,10.4625,5.6575,-0.660499999999999,-1.959,-2.55,10.216,3.6355,11.7985,11.365,-2.249,13.098,1.149,-5.8845,1.2995,10.018,-0.954,11.626,8.0375,-0.898,2.724,5.5085,3.56975,10.271,9.0125,5.9955,11.563,2.3405,13.2705,11.75,3.805,4.1555,8.5645,7.7775,13.2675,13.8715,7.8695,9.89375,1.4535,3.43975,7.0365,5.673625,11.76925,11.442,6.9325,10.7905,0.69325,12.44825
"23","TECH4025",96480,"2/6/19 9:45","Spring2019",19,1,"Non-White",1,"Female","Weedeater","Cant Tell","Phone","Leafblower","Exactly the same","Pocket","Hand","Backpack","Surface","Else",80,"Sound","Sound",0,2.066666667,"High",1,2.466666667,"Low",0,13.283,12.112,14.799,14.228,10.149,7.699,12.358,11.471,12.764,11.187,15.704,14.925,5.508,5.213,5.339,3.236,11.39,9.919,13.149,11.899,10.867,10.2,13.022,10.544,10.373,10.391,12.121,12.14,10.087,7.715,9.237,9.964,11.27,9.798,11.915,9.752,10.6785,8.7565,10.576,9.858,9.439,7.702,8.274,8.681,-0.0459999999999994,2.249,1.749,0.645,-0.85,1.748,0.344000000000001,1.98,-1.977,2.155,1.759,-0.169,3.738,3.772,2.116,2.94,2.209,1.516,1.1015,-0.102499999999999,0.978999999999999,-1.165,10.534,8.901,8.5705,10.382,9.7175,10.8335,9.6005,8.4775,12.1305,10.217,0.299500000000002,0.6995,1.7485,0.499500000000001,10.5335,10.6545,5.3605,11.783,12.524,4.2875,1.2495,1.8695,-1.073,11.9755,8.924,12.6975,15.3145,11.9145,14.5135,3.339,2.9905,1.816,13.056,9.585,13.17,9.775,8.8395,8.1915,11.2655,9.30725,10.372,10.909,4.2245,14.234,11.2535,14.041,11.5925,9.662,8.8565,11.247,10.62725,11.9445,12.2695,5.4235,10.68375,9.25075,8.524,11.25625,9.96725,11.15825,11.58925,4.824,13.645,10.41925,13.6055
"24","TECH4026",1808,"2/7/19 12:33","Spring2019",19,0,"White",0,"Male","Weedeater","Phone","Phone","Leafblower","Not at all","Pocket","Hand","Surface","Backpack","Else",95,"Silent","Silent",32,2.266666667,"High",1,3.2,"Low",0,4.407,4.406,9.669,4.923,6.382,6.01,6.367,8.693,7.811,7.495,9.325,8.587,2.881,3.025,6.551,2.862,4.919,4.641,4.435,7.275,4.271,3.988,6.346,5.737,0.743,0.392,5.4,-0.608,1.929,0.857,1.96,4.855,3.159,2.177,4.162,3.381,2.544,1.517,3.061,4.118,2.655,1.822,5.073,3.777,1.204,3.998,-1,1.003,0.0309999999999999,4.657,1.749,2.634,-0.163,2.075,-0.484,3.67,1.092,2.683,0.517,1.514,-0.0149999999999997,5.262,2.601,0.517,1.955,2.418,2.668,1.393,2.2385,0.5675,2.0305,3.7715,3.4075,4.425,2.396,3.5895,1.1035,2.0145,1.8285,1.559,4.1295,4.78,2.953,6.0415,5.855,4.7065,1.912,1.075,1.7535,7.653,6.196,4.4065,8.956,7.53,7.296,1.303,1.334,2.8895,8.041,7.3515,4.6645,2.779,2.856,2.7995,-0.108,2.8175,4.8625,5.958,2.9435,8.568,6.3745,7.038,3.6605,1.9445,3.864,3.0715,2.8025,5.3085,4.677,4.716,3.21975,2.40025,3.33175,1.48175,2.81,5.0855,5.3175,3.82975,8.3045,6.863,5.85125
"25","TECH4027",9175,"2/8/19 9:48","Spring2019",18,1,"Non-White",0,"Male","Cant Tell","Cant Tell","Phone","Leafblower","Somwehwat similar","Pocket","Surface","Hand","Backpack","Else",90,"Vibration","Vibration",15,1.6,"Low",0,3.066666667,"Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","TECH4028",8421,"2/11/19 9:55","Spring2019",20,0,"White",0,"Male","Weedeater","Phone","Phone","Leafblower","Somwehwat similar","Pocket","Hand","Surface","Backpack","Else",95,"Vibration","Vibration",36,2.133333333,"High",1,2.6,"Low",0,10.03,11.496,10.977,11.46,7.639,8.312,8.974,11.313,9.484,11.325,10.995,12.671,2.938,4.191,2.626,2.039,7.354,7.349,7.057,7.524,6.769,8.393,7.437,6.129,5.996,7.202,3.364,6.303,8.169,8.109,7.834,8.05,8.811,10.092,7.989,8.01,8.49,9.1005,7.9115,8.03,6.79,7.744,7.921,7.302,-2.082,-0.0589999999999993,-0.899,-0.822,-0.335000000000001,-2.632,-2.264,0.175,-2.152,0.668,-0.297,-0.312,1.346,3.001,-0.0359999999999996,1.511,1.335,0.947000000000001,-1.0705,-0.5785,-0.442,1.131,9.4515,8.139,7.267,6.599,8.79525,7.9995,7.942,7.6115,4.8335,7.97075,-1.452,-0.196999999999999,-1.7655,-0.8245,7.581,7.3515,3.5645,6.783,7.2905,2.3325,-0.798000000000001,-0.0609999999999999,-1.232,10.4045,7.9755,10.763,11.833,10.1435,11.2185,1.4285,2.168,0.455500000000001,11.998,9.8125,11.478,9.051,8.0795,7.523,6.7525,8.56525,7.261,7.4365,3.115,10.2395,8.3065,10.5035,8.4,8.0015,7.3555,4.68,8.20075,7.103,7.2055,2.782,8.7255,8.0405,7.43925,5.71625,8.383,7.182,7.321,2.9485,11.11875,9.0595,10.99075
